% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
2.229	1	4	223	10	1	0	7
2.229	1	10	223	10	9	0	7
2.234	1	4	224	5	1	0	7
2.234	1	10	224	5	9	0	7
2.239	1	4	224	10	1	0	7
2.239	1	10	224	10	9	0	7
2.241	1	4	225	2	1	4	26
2.244	1	7	225	5	2	0	7
2.244	1	10	225	5	9	0	7
2.245	1	4	225	6	1	2	18
2.245	1	9	225	6	3	2	18
2.245	1	5	225	6	4	2	18
2.246	1	4	225	7	1	4	26
2.247	1	9	225	8	3	0	7
2.247	1	5	225	8	4	2	18
2.248	1	5	225	9	4	6	32
2.249	1	7	225	10	2	0	7
2.249	1	10	225	10	9	0	7
2.25	1	4	226	1	1	2	18
2.25	1	9	226	1	3	2	18
2.25	1	5	226	1	4	2	18
2.251	1	10	226	2	9	6	32
2.252	1	9	226	3	3	0	7
2.252	1	5	226	3	4	2	18
2.253	1	5	226	4	4	6	32
2.253	1	10	226	4	9	2	18
2.253	1	8	226	4	11	2	18
2.253	1	6	226	4	12	2	18
2.254	1	7	226	5	2	0	7
2.254	1	10	226	5	9	0	7
2.255	1	3	226	6	15	4	26
2.255	1	4	226	6	1	2	18
2.256	1	10	226	7	9	6	32
2.256	1	3	226	7	15	2	18
2.258	1	5	226	9	4	4	26
2.258	1	10	226	9	9	2	18
2.258	1	8	226	9	11	2	18
2.258	1	6	226	9	12	2	18
2.259	1	3	226	10	15	2	18
2.259	1	7	226	10	2	0	7
2.259	1	10	226	10	9	0	7
2.26	1	3	227	1	15	4	26
2.26	1	4	227	1	1	4	26
2.26	1	5	227	1	4	2	18
2.261	1	3	227	2	15	2	18
2.262	1	5	227	3	4	0	7
2.263	1	10	227	4	9	12	73
2.264	1	3	227	5	15	2	18
2.264	1	7	227	5	2	0	7
2.264	1	10	227	5	9	0	7
2.265	1	4	227	6	1	2	18
2.265	1	5	227	6	4	2	18
2.266	1	10	227	7	9	2	18
2.267	1	5	227	8	4	0	7
2.268	1	6	227	9	12	0	7
2.27	1	4	228	1	1	0	7
2.271	1	10	228	2	9	2	18
2.272	1	5	228	3	4	0	7
2.273	1	6	228	4	12	0	7
2.275	1	5	228	6	4	0	7
2.276	1	10	228	7	9	6	32
2.277	1	5	228	8	4	0	7
2.278	1	6	228	9	12	0	7
2.28	1	5	229	1	4	0	7
2.282	1	5	229	3	4	0	7
2.283	1	6	229	4	12	0	7
2.285	1	5	229	6	4	0	7
2.286	1	10	229	7	9	6	32
2.287	1	5	229	8	4	0	7
2.288	1	6	229	9	12	0	7
2.29	1	5	230	1	4	0	7
2.291	1	10	230	2	9	6	32
2.292	1	5	230	3	4	0	7
2.293	1	6	230	4	12	0	7
2.295	1	5	230	6	4	0	7
2.297	1	5	230	8	4	0	7
2.298	1	6	230	9	12	0	7
2.3	1	5	231	1	4	0	7
2.302	1	5	231	3	4	0	7
2.303	1	6	231	4	12	0	7
2.305	1	5	231	6	4	0	7
2.307	1	5	231	8	4	0	7
2.308	1	6	231	9	12	0	7
2.31	1	5	232	1	4	0	7
2.312	1	5	232	3	4	0	7
2.313	1	6	232	4	12	0	7
2.315	1	5	232	6	4	0	7
2.317	1	5	232	8	4	0	7
2.318	1	6	232	9	12	0	7
2.32	1	5	233	1	4	0	7
2.322	1	5	233	3	4	0	7
2.323	1	6	233	4	12	0	7
2.325	1	5	233	6	4	0	7
2.327	1	5	233	8	4	0	7
2.328	1	6	233	9	12	0	7
2.33	1	5	234	1	4	0	7
2.332	1	5	234	3	4	0	7
2.333	1	6	234	4	12	0	7
2.335	1	5	234	6	4	0	7
2.337	1	5	234	8	4	0	7
2.338	1	6	234	9	12	0	7
2.34	1	5	235	1	4	0	7
2.342	1	5	235	3	4	0	7
2.343	1	6	235	4	12	0	7
2.345	1	5	235	6	4	0	7
2.347	1	5	235	8	4	0	7
2.348	1	6	235	9	12	0	7
2.35	1	5	236	1	4	0	7
2.352	1	5	236	3	4	0	7
2.353	1	6	236	4	12	0	7
2.355	1	5	236	6	4	0	7
2.357	1	5	236	8	4	0	7
2.358	1	6	236	9	12	0	7
2.36	1	5	237	1	4	0	7
2.362	1	5	237	3	4	0	7
2.363	1	6	237	4	12	0	7
2.365	1	5	237	6	4	0	7
2.367	1	5	237	8	4	0	7
2.368	1	6	237	9	12	0	7
2.37	1	5	238	1	4	0	7
2.372	1	5	238	3	4	0	7
2.373	1	6	238	4	12	0	7
2.375	1	5	238	6	4	0	7
2.377	1	5	238	8	4	0	7
2.378	1	6	238	9	12	0	7
2.38	1	5	239	1	4	0	7
2.382	1	5	239	3	4	0	7
2.383	1	6	239	4	12	0	7
2.385	1	5	239	6	4	0	7
2.387	1	5	239	8	4	0	7
2.388	1	6	239	9	12	0	7
2.39	1	5	240	1	4	0	7
2.392	1	5	240	3	4	0	7
2.393	1	6	240	4	12	0	7
2.395	1	5	240	6	4	0	7
2.397	1	5	240	8	4	0	7
2.398	1	6	240	9	12	0	7
2.4	1	5	241	1	4	0	7
2.402	1	5	241	3	4	0	7
2.403	1	7	241	4	2	0	7
2.403	1	6	241	4	12	0	7
2.404	1	7	241	5	2	4	26
2.405	1	4	241	6	1	2	18
2.405	1	5	241	6	4	2	18
2.406	1	7	241	7	2	0	7
2.407	1	5	241	8	4	0	7
2.408	1	7	241	9	2	0	7
2.408	1	6	241	9	12	0	7
2.409	1	7	241	10	2	4	26
2.409	1	10	241	10	9	6	32
2.41	1	4	242	1	1	2	18
2.41	1	5	242	1	4	2	18
2.411	1	10	242	2	9	4	26
2.411	1	8	242	2	11	6	32
2.411	1	7	242	2	2	0	7
2.412	1	5	242	3	4	0	7
2.412	1	10	242	3	9	0	7
2.412	1	6	242	3	12	0	7
2.413	1	7	242	4	2	0	7
2.413	1	8	242	4	11	2	18
2.414	1	7	242	5	2	0	7
2.414	1	10	242	5	9	6	32
2.415	1	8	242	6	11	2	18
2.415	1	6	242	6	12	2	18
2.415	1	3	242	6	15	4	26
2.415	1	4	242	6	1	0	7
2.416	1	10	242	7	9	4	26
2.416	1	8	242	7	11	6	32
2.416	1	7	242	7	2	0	7
2.417	1	5	242	8	4	0	7
2.417	1	10	242	8	9	0	7
2.417	1	6	242	8	12	0	7
2.417	1	3	242	8	15	0	7
2.417	1	1	242	8	16	2	18
2.418	1	7	242	9	2	0	7
2.418	1	8	242	9	11	2	18
2.419	1	3	242	10	15	0	7
2.419	1	1	242	10	16	2	18
2.419	1	7	242	10	2	2	18
2.419	1	10	242	10	9	0	7
2.42	1	8	243	1	11	2	18
2.42	1	6	243	1	12	2	18
2.42	1	3	243	1	15	4	26
2.422	1	5	243	3	4	0	7
2.422	1	10	243	3	9	0	7
2.422	1	6	243	3	12	0	7
2.422	1	3	243	3	15	0	7
2.422	1	1	243	3	16	2	18
2.424	1	3	243	5	15	0	7
2.424	1	1	243	5	16	2	18
2.425	1	8	243	6	11	2	18
2.425	1	6	243	6	12	2	18
2.426	1	8	243	7	11	2	18
2.428	1	8	243	9	11	0	7
2.429	1	7	243	10	2	0	7
2.43	1	8	244	1	11	2	18
2.43	1	6	244	1	12	2	18
2.43	1	3	244	1	15	2	18
2.431	1	8	244	2	11	2	18
2.433	1	8	244	4	11	0	7
2.434	1	7	244	5	2	0	7
2.435	1	8	244	6	11	4	26
2.435	1	3	244	6	15	2	18
2.436	1	8	244	7	11	4	26
2.438	1	8	244	9	11	0	7
2.439	1	7	244	10	2	0	7
2.44	1	8	245	1	11	2	18
2.441	1	8	245	2	11	2	18
2.443	1	8	245	4	11	0	7
2.444	1	7	245	5	2	0	7
2.445	1	8	245	6	11	4	26
2.445	1	3	245	6	15	2	18
2.446	1	8	245	7	11	2	18
2.448	1	8	245	9	11	0	7
2.449	1	7	245	10	2	0	7
2.45	1	3	246	1	15	2	18
2.451	1	8	246	2	11	2	18
2.453	1	8	246	4	11	0	7
2.454	1	7	246	5	2	0	7
2.455	1	8	246	6	11	2	18
2.458	1	8	246	9	11	0	7
2.459	1	7	246	10	2	0	7
2.46	1	8	247	1	11	2	18
2.46	1	3	247	1	15	2	18
2.463	1	8	247	4	11	0	7
2.464	1	7	247	5	2	0	7
2.465	1	3	247	6	15	2	18
2.468	1	8	247	9	11	0	7
2.469	1	7	247	10	2	0	7
2.47	1	8	248	1	11	4	26
2.47	1	3	248	1	15	2	18
2.473	1	8	248	4	11	0	7
2.474	1	7	248	5	2	0	7
2.475	1	8	248	6	11	4	26
2.478	1	8	248	9	11	0	7
2.479	1	7	248	10	2	0	7
2.48	1	8	249	1	11	2	18
2.48	1	3	249	1	15	0	7
2.483	1	8	249	4	11	0	7
2.484	1	7	249	5	2	0	7
2.485	1	8	249	6	11	2	18
2.485	1	3	249	6	15	0	7
2.488	1	8	249	9	11	0	7
2.489	1	7	249	10	2	0	7
2.493	1	8	250	4	11	0	7
2.494	1	7	250	5	2	0	7
2.495	1	8	250	6	11	6	32
2.498	1	8	250	9	11	0	7
2.499	1	7	250	10	2	0	7
2.5	1	8	251	1	11	6	32
2.503	1	8	251	4	11	0	7
2.504	1	7	251	5	2	0	7
2.505	1	8	251	6	11	0	7
2.508	1	8	251	9	11	0	7
2.509	1	7	251	10	2	0	7
2.51	1	8	252	1	11	0	7
2.513	1	8	252	4	11	0	7
2.514	1	7	252	5	2	0	7
2.515	1	8	252	6	11	0	7
2.518	1	8	252	9	11	0	7
2.519	1	7	252	10	2	0	7
2.52	1	8	253	1	11	0	7
2.523	1	8	253	4	11	0	7
2.524	1	7	253	5	2	0	7
2.525	1	8	253	6	11	0	7
2.528	1	8	253	9	11	0	7
2.529	1	7	253	10	2	0	7
2.53	1	8	254	1	11	0	7
2.533	1	8	254	4	11	0	7
2.534	1	7	254	5	2	0	7
2.535	1	8	254	6	11	0	7
2.538	1	8	254	9	11	0	7
2.539	1	7	254	10	2	0	7
2.54	1	8	255	1	11	0	7
2.543	1	8	255	4	11	0	7
2.544	1	7	255	5	2	0	7
2.545	1	8	255	6	11	0	7
2.548	1	8	255	9	11	0	7
2.549	1	7	255	10	2	0	7
2.55	1	8	256	1	11	0	7
2.553	1	8	256	4	11	0	7
2.554	1	7	256	5	2	0	7
2.555	1	8	256	6	11	0	7
2.558	1	8	256	9	11	0	7
2.559	1	7	256	10	2	0	7
2.56	1	8	257	1	11	0	7
2.563	1	8	257	4	11	0	7
2.565	1	8	257	6	11	0	7
2.565	1	7	257	6	2	2	18
2.565	1	5	257	6	4	2	18
2.567	1	9	257	8	3	2	18
2.567	1	5	257	8	4	8	49
2.568	1	5	257	9	4	2	18
2.568	1	8	257	9	11	0	7
2.569	1	10	257	10	9	6	32
2.57	1	8	258	1	11	0	7
2.57	1	7	258	1	2	2	18
2.57	1	5	258	1	4	2	18
2.571	1	10	258	2	9	4	26
2.571	1	8	258	2	11	4	26
2.572	1	9	258	3	3	2	18
2.572	1	5	258	3	4	8	49
2.572	1	8	258	3	11	0	7
2.573	1	5	258	4	4	2	18
2.573	1	10	258	4	9	2	18
2.573	1	8	258	4	11	0	7
2.574	1	10	258	5	9	6	32
2.575	1	7	258	6	2	0	7
2.575	1	5	258	6	4	4	26
2.576	1	10	258	7	9	4	26
2.576	1	8	258	7	11	4	26
2.577	1	9	258	8	3	4	26
2.577	1	8	258	8	11	0	7
2.578	1	5	258	9	4	4	26
2.578	1	10	258	9	9	2	18
2.58	1	7	259	1	2	2	18
2.58	1	5	259	1	4	0	7
2.581	1	8	259	2	11	2	18
2.582	1	5	259	3	4	2	18
2.584	1	10	259	5	9	2	18
2.585	1	5	259	6	4	2	18
2.587	1	5	259	8	4	2	18
2.589	1	10	259	10	9	2	18
2.592	1	5	260	3	4	0	7
2.594	1	10	260	5	9	4	26
2.599	1	10	260	10	9	4	26
2.609	1	10	261	10	9	2	18
2.614	1	10	262	5	9	2	18
2.619	1	10	262	10	9	2	18
2.624	1	10	263	5	9	0	7
2.721	1	4	273	2	1	0	7
2.723	1	9	273	4	3	2	18
2.724	1	7	273	5	2	2	18
2.724	1	9	273	5	3	4	26
2.724	1	5	273	5	4	2	18
2.725	1	5	273	6	4	4	26
2.726	1	4	273	7	1	0	7
2.727	1	9	273	8	3	2	18
2.727	1	5	273	8	4	4	26
2.728	1	9	273	9	3	2	18
2.729	1	7	273	10	2	2	18
2.729	1	9	273	10	3	4	26
2.729	1	5	273	10	4	2	18
2.73	1	5	274	1	4	4	26
2.731	1	4	274	2	1	0	7
2.732	1	9	274	3	3	2	18
2.732	1	5	274	3	4	4	26
2.732	1	10	274	3	9	2	18
2.732	1	8	274	3	11	0	7
2.732	1	6	274	3	12	4	26
2.733	1	9	274	4	3	0	7
2.733	1	10	274	4	9	4	26
2.733	1	8	274	4	11	4	26
2.733	1	6	274	4	12	2	18
2.734	1	9	274	5	3	8	49
2.735	1	5	274	6	4	0	7
2.736	1	6	274	7	12	2	18
2.736	1	3	274	7	15	2	18
2.736	1	4	274	7	1	0	7
2.737	1	9	274	8	3	2	18
2.737	1	10	274	8	9	2	18
2.737	1	8	274	8	11	0	7
2.737	1	6	274	8	12	4	26
2.738	1	10	274	9	9	4	26
2.738	1	8	274	9	11	4	26
2.738	1	6	274	9	12	2	18
2.739	1	7	274	10	2	0	7
2.74	1	5	275	1	4	0	7
2.741	1	6	275	2	12	2	18
2.741	1	3	275	2	15	2	18
2.741	1	4	275	2	1	0	7
2.742	1	5	275	3	4	0	7
2.742	1	10	275	3	9	2	18
2.742	1	6	275	3	12	0	7
2.743	1	8	275	4	11	4	26
2.743	1	6	275	4	12	2	18
2.744	1	7	275	5	2	0	7
2.744	1	9	275	5	3	2	18
2.745	1	5	275	6	4	0	7
2.746	1	6	275	7	12	4	26
2.747	1	9	275	8	3	0	7
2.747	1	5	275	8	4	0	7
2.748	1	8	275	9	11	10	57
2.748	1	6	275	9	12	0	7
2.749	1	7	275	10	2	0	7
2.749	1	9	275	10	3	2	18
2.75	1	5	276	1	4	0	7
2.752	1	9	276	3	3	0	7
2.752	1	10	276	3	9	6	32
2.753	1	6	276	4	12	4	26
2.755	1	5	276	6	4	0	7
2.756	1	6	276	7	12	8	49
2.757	1	9	276	8	3	0	7
2.757	1	10	276	8	9	6	32
2.759	1	9	276	10	3	0	7
2.76	1	5	277	1	4	0	7
2.761	1	6	277	2	12	8	49
2.763	1	6	277	4	12	0	7
2.764	1	9	277	5	3	0	7
2.765	1	5	277	6	4	0	7
2.766	1	6	277	7	12	0	7
2.767	1	10	277	8	9	4	26
2.768	1	6	277	9	12	0	7
2.769	1	9	277	10	3	0	7
2.77	1	5	278	1	4	0	7
2.772	1	10	278	3	9	4	26
2.773	1	6	278	4	12	0	7
2.774	1	9	278	5	3	0	7
2.775	1	5	278	6	4	0	7
2.777	1	10	278	8	9	8	49
2.778	1	6	278	9	12	0	7
2.779	1	9	278	10	3	0	7
2.78	1	5	279	1	4	0	7
2.782	1	10	279	3	9	4	26
2.783	1	6	279	4	12	0	7
2.784	1	9	279	5	3	0	7
2.785	1	5	279	6	4	0	7
2.788	1	6	279	9	12	0	7
2.789	1	9	279	10	3	0	7
2.79	1	5	280	1	4	0	7
2.792	1	10	280	3	9	0	7
2.793	1	6	280	4	12	0	7
2.794	1	9	280	5	3	0	7
2.795	1	5	280	6	4	0	7
2.797	1	10	280	8	9	0	7
2.798	1	6	280	9	12	0	7
2.799	1	9	280	10	3	0	7
2.8	1	5	281	1	4	0	7
2.802	1	10	281	3	9	0	7
2.803	1	6	281	4	12	0	7
2.804	1	9	281	5	3	0	7
2.805	1	5	281	6	4	0	7
2.807	1	10	281	8	9	0	7
2.808	1	6	281	9	12	0	7
2.809	1	9	281	10	3	0	7
2.81	1	5	282	1	4	0	7
2.812	1	10	282	3	9	0	7
2.813	1	6	282	4	12	0	7
2.814	1	9	282	5	3	0	7
2.815	1	5	282	6	4	0	7
2.817	1	10	282	8	9	0	7
2.818	1	6	282	9	12	0	7
2.819	1	9	282	10	3	0	7
2.82	1	5	283	1	4	0	7
2.822	1	10	283	3	9	0	7
2.823	1	6	283	4	12	0	7
2.824	1	9	283	5	3	0	7
2.825	1	5	283	6	4	0	7
2.827	1	10	283	8	9	0	7
2.828	1	6	283	9	12	0	7
2.829	1	9	283	10	3	0	7
2.83	1	5	284	1	4	0	7
2.832	1	10	284	3	9	0	7
2.833	1	6	284	4	12	0	7
2.834	1	9	284	5	3	0	7
2.835	1	5	284	6	4	0	7
2.837	1	10	284	8	9	0	7
2.838	1	6	284	9	12	0	7
2.839	1	9	284	10	3	0	7
2.84	1	5	285	1	4	0	7
2.842	1	10	285	3	9	0	7
2.843	1	6	285	4	12	0	7
2.844	1	9	285	5	3	0	7
2.845	1	5	285	6	4	0	7
2.847	1	10	285	8	9	0	7
2.848	1	6	285	9	12	0	7
2.849	1	9	285	10	3	0	7
2.85	1	5	286	1	4	0	7
2.852	1	10	286	3	9	0	7
2.853	1	6	286	4	12	0	7
2.854	1	9	286	5	3	0	7
2.855	1	5	286	6	4	0	7
2.857	1	10	286	8	9	0	7
2.858	1	6	286	9	12	0	7
2.859	1	9	286	10	3	0	7
2.86	1	5	287	1	4	0	7
2.862	1	10	287	3	9	0	7
2.863	1	6	287	4	12	0	7
2.864	1	9	287	5	3	0	7
2.865	1	5	287	6	4	0	7
2.867	1	10	287	8	9	0	7
2.868	1	6	287	9	12	0	7
2.869	1	9	287	10	3	0	7
2.87	1	5	288	1	4	0	7
2.872	1	10	288	3	9	0	7
2.873	1	6	288	4	12	0	7
2.874	1	9	288	5	3	0	7
2.875	1	5	288	6	4	0	7
2.877	1	10	288	8	9	0	7
2.878	1	6	288	9	12	0	7
2.879	1	9	288	10	3	0	7
2.88	1	5	289	1	4	0	7
2.882	1	10	289	3	9	0	7
2.883	1	7	289	4	2	2	18
2.883	1	9	289	4	3	0	7
2.883	1	6	289	4	12	0	7
2.884	1	4	289	5	1	4	26
2.884	1	7	289	5	2	4	26
2.884	1	9	289	5	3	2	18
2.885	1	9	289	6	3	2	18
2.886	1	7	289	7	2	2	18
2.887	1	9	289	8	3	6	32
2.887	1	10	289	8	9	0	7
2.888	1	7	289	9	2	2	18
2.888	1	9	289	9	3	0	7
2.888	1	6	289	9	12	0	7
2.889	1	4	289	10	1	4	26
2.889	1	7	289	10	2	4	26
2.889	1	9	289	10	3	2	18
2.889	1	10	289	10	9	0	7
2.89	1	9	290	1	3	2	18
2.891	1	7	290	2	2	2	18
2.892	1	9	290	3	3	6	32
2.892	1	2	290	3	10	0	7
2.892	1	6	290	3	12	4	26
2.893	1	10	290	4	9	2	18
2.893	1	6	290	4	12	4	26
2.894	1	4	290	5	1	6	32
2.894	1	7	290	5	2	2	18
2.894	1	10	290	5	9	0	7
2.894	1	2	290	5	10	0	7
2.896	1	7	290	7	2	0	7
2.897	1	2	290	8	10	0	7
2.897	1	6	290	8	12	4	26
2.898	1	10	290	9	9	2	18
2.899	1	7	290	10	2	4	26
2.899	1	9	290	10	3	2	18
2.899	1	2	290	10	10	0	7
2.9	1	9	291	1	3	0	7
2.902	1	9	291	3	3	6	32
2.902	1	6	291	3	12	2	18
2.903	1	10	291	4	9	2	18
2.904	1	9	291	5	3	2	18
2.905	1	9	291	6	3	0	7
2.907	1	9	291	8	3	6	32
2.907	1	6	291	8	12	0	7
2.908	1	10	291	9	9	2	18
2.909	1	7	291	10	2	2	18
2.909	1	9	291	10	3	0	7
2.91	1	9	292	1	3	0	7
2.912	1	9	292	3	3	0	7
2.913	1	10	292	4	9	0	7
2.914	1	7	292	5	2	2	18
2.914	1	9	292	5	3	4	26
2.915	1	9	292	6	3	0	7
2.917	1	9	292	8	3	4	26
2.918	1	10	292	9	9	2	18
2.919	1	7	292	10	2	0	7
2.92	1	9	293	1	3	0	7
2.922	1	9	293	3	3	4	26
2.923	1	10	293	4	9	2	18
2.924	1	7	293	5	2	2	18
2.925	1	9	293	6	3	0	7
2.927	1	9	293	8	3	0	7
2.928	1	10	293	9	9	2	18
2.929	1	7	293	10	2	2	18
2.93	1	9	294	1	3	0	7
2.933	1	10	294	4	9	0	7
2.935	1	9	294	6	3	0	7
2.94	1	9	295	1	3	0	7
2.945	1	9	295	6	3	0	7
2.95	1	9	296	1	3	0	7
2.955	1	9	296	6	3	0	7
2.96	1	9	297	1	3	0	7
2.965	1	9	297	6	3	0	7
2.97	1	9	298	1	3	0	7
2.975	1	9	298	6	3	0	7
2.98	1	9	299	1	3	0	7
2.985	1	9	299	6	3	0	7
2.99	1	9	300	1	3	0	7
2.995	1	9	300	6	3	0	7
